Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84

Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	ACTIVE LOG	5/20/2006 1:34:55 PM 	01:56:53	4.80 mi	2.5 mph	

Header	Position	Time	Altitude	Depth	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N42 48.922 W70 47.341	5/20/2006 2:25:43 PM 	13 ft		105 ft	00:00:15	4.8 mph	279° true
Trackpoint	N42 48.926 W70 47.364	5/20/2006 2:25:58 PM 	11 ft		106 ft	00:00:15	4.8 mph	283° true
Trackpoint	N42 48.930 W70 47.387	5/20/2006 2:26:13 PM 	15 ft		106 ft	00:00:15	4.8 mph	283° true
Trackpoint	N42 48.934 W70 47.411	5/20/2006 2:26:28 PM 	15 ft		112 ft	00:00:15	5.1 mph	282° true
Trackpoint	N42 48.939 W70 47.435	5/20/2006 2:26:43 PM 	18 ft		108 ft	00:00:15	4.9 mph	287° true
Trackpoint	N42 48.942 W70 47.457	5/20/2006 2:26:58 PM 	16 ft		99 ft	00:00:15	4.5 mph	279° true
Trackpoint	N42 48.942 W70 47.477	5/20/2006 2:27:13 PM 	15 ft		92 ft	00:00:15	4.2 mph	270° true
Trackpoint	N42 48.934 W70 47.487	5/20/2006 2:27:28 PM 	15 ft		66 ft	00:00:15	3.0 mph	224° true
Trackpoint	N42 48.926 W70 47.489	5/20/2006 2:27:43 PM 	16 ft		47 ft	00:00:15	2.2 mph	187° true
Trackpoint	N42 48.922 W70 47.485	5/20/2006 2:27:58 PM 	13 ft		29 ft	00:00:15	1.3 mph	144° true
Trackpoint	N42 48.921 W70 47.478	5/20/2006 2:28:13 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.921 W70 47.471	5/20/2006 2:28:28 PM 	7 ft		34 ft	00:00:15	1.6 mph	90° true
Trackpoint	N42 48.920 W70 47.463	5/20/2006 2:28:43 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.919 W70 47.457	5/20/2006 2:28:58 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.917 W70 47.449	5/20/2006 2:29:13 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.916 W70 47.441	5/20/2006 2:29:28 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.915 W70 47.433	5/20/2006 2:29:43 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.913 W70 47.426	5/20/2006 2:29:58 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.912 W70 47.417	5/20/2006 2:30:13 PM 	8 ft		41 ft	00:00:15	1.9 mph	101° true
Trackpoint	N42 48.911 W70 47.409	5/20/2006 2:30:28 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.910 W70 47.401	5/20/2006 2:30:43 PM 	11 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.908 W70 47.392	5/20/2006 2:30:58 PM 	8 ft		41 ft	00:00:15	1.9 mph	101° true
Trackpoint	N42 48.906 W70 47.386	5/20/2006 2:31:13 PM 	10 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.904 W70 47.377	5/20/2006 2:31:28 PM 	8 ft		41 ft	00:00:15	1.9 mph	101° true
Trackpoint	N42 48.902 W70 47.369	5/20/2006 2:31:43 PM 	8 ft		38 ft	00:00:15	1.7 mph	114° true
Trackpoint	N42 48.900 W70 47.361	5/20/2006 2:31:58 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.899 W70 47.352	5/20/2006 2:32:13 PM 	7 ft		41 ft	00:00:15	1.9 mph	101° true
Trackpoint	N42 48.897 W70 47.344	5/20/2006 2:32:28 PM 	7 ft		38 ft	00:00:15	1.7 mph	114° true
Trackpoint	N42 48.895 W70 47.335	5/20/2006 2:32:43 PM 	5 ft		41 ft	00:00:15	1.9 mph	101° true
Trackpoint	N42 48.894 W70 47.328	5/20/2006 2:32:58 PM 	5 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.893 W70 47.320	5/20/2006 2:33:13 PM 	5 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.890 W70 47.312	5/20/2006 2:33:28 PM 	7 ft		38 ft	00:00:15	1.7 mph	114° true
Trackpoint	N42 48.890 W70 47.306	5/20/2006 2:33:43 PM 	8 ft		29 ft	00:00:15	1.3 mph	90° true
Trackpoint	N42 48.889 W70 47.297	5/20/2006 2:33:58 PM 	7 ft		41 ft	00:00:15	1.9 mph	101° true
Trackpoint	N42 48.888 W70 47.290	5/20/2006 2:34:13 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.886 W70 47.283	5/20/2006 2:34:28 PM 	5 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.885 W70 47.275	5/20/2006 2:34:43 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.884 W70 47.267	5/20/2006 2:34:58 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.882 W70 47.260	5/20/2006 2:35:13 PM 	5 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.881 W70 47.252	5/20/2006 2:35:28 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.880 W70 47.244	5/20/2006 2:35:43 PM 	5 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.879 W70 47.236	5/20/2006 2:35:58 PM 	5 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.879 W70 47.227	5/20/2006 2:36:13 PM 	4 ft		40 ft	00:00:15	1.8 mph	90° true
Trackpoint	N42 48.877 W70 47.220	5/20/2006 2:36:28 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.876 W70 47.212	5/20/2006 2:36:43 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.875 W70 47.205	5/20/2006 2:36:58 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.873 W70 47.199	5/20/2006 2:37:13 PM 	4 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.872 W70 47.191	5/20/2006 2:37:28 PM 	5 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.871 W70 47.185	5/20/2006 2:37:43 PM 	4 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.870 W70 47.177	5/20/2006 2:37:58 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.867 W70 47.169	5/20/2006 2:38:13 PM 	7 ft		38 ft	00:00:15	1.7 mph	114° true
Trackpoint	N42 48.866 W70 47.163	5/20/2006 2:38:28 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.864 W70 47.155	5/20/2006 2:38:43 PM 	5 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.863 W70 47.148	5/20/2006 2:38:58 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.862 W70 47.140	5/20/2006 2:39:14 PM 	7 ft		35 ft	00:00:16	1.5 mph	103° true
Trackpoint	N42 48.861 W70 47.133	5/20/2006 2:39:29 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.859 W70 47.126	5/20/2006 2:39:44 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.858 W70 47.118	5/20/2006 2:39:59 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.857 W70 47.110	5/20/2006 2:40:14 PM 	10 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.855 W70 47.102	5/20/2006 2:40:29 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.854 W70 47.096	5/20/2006 2:40:44 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.853 W70 47.087	5/20/2006 2:40:59 PM 	8 ft		41 ft	00:00:15	1.9 mph	101° true
Trackpoint	N42 48.852 W70 47.081	5/20/2006 2:41:14 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.850 W70 47.073	5/20/2006 2:41:29 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.849 W70 47.065	5/20/2006 2:41:44 PM 	5 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.848 W70 47.057	5/20/2006 2:41:59 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.846 W70 47.048	5/20/2006 2:42:15 PM 	7 ft		41 ft	00:00:16	1.7 mph	101° true
Trackpoint	N42 48.845 W70 47.041	5/20/2006 2:42:30 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.844 W70 47.034	5/20/2006 2:42:45 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.843 W70 47.026	5/20/2006 2:43:00 PM 	7 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.840 W70 47.019	5/20/2006 2:43:15 PM 	8 ft		38 ft	00:00:15	1.7 mph	114° true
Trackpoint	N42 48.839 W70 47.011	5/20/2006 2:43:30 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.837 W70 47.003	5/20/2006 2:43:45 PM 	10 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.835 W70 46.996	5/20/2006 2:44:00 PM 	8 ft		38 ft	00:00:15	1.7 mph	114° true
Trackpoint	N42 48.834 W70 46.987	5/20/2006 2:44:15 PM 	10 ft		41 ft	00:00:15	1.9 mph	101° true
Trackpoint	N42 48.832 W70 46.980	5/20/2006 2:44:30 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.831 W70 46.972	5/20/2006 2:44:45 PM 	10 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.830 W70 46.965	5/20/2006 2:45:00 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.828 W70 46.958	5/20/2006 2:45:15 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.827 W70 46.952	5/20/2006 2:45:30 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.826 W70 46.945	5/20/2006 2:45:45 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.825 W70 46.939	5/20/2006 2:46:00 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.823 W70 46.934	5/20/2006 2:46:15 PM 	5 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.822 W70 46.929	5/20/2006 2:46:30 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.822 W70 46.922	5/20/2006 2:46:45 PM 	8 ft		29 ft	00:00:15	1.3 mph	90° true
Trackpoint	N42 48.821 W70 46.916	5/20/2006 2:47:00 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.819 W70 46.911	5/20/2006 2:47:15 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.818 W70 46.904	5/20/2006 2:47:30 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.817 W70 46.898	5/20/2006 2:47:45 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.816 W70 46.891	5/20/2006 2:48:00 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.814 W70 46.885	5/20/2006 2:48:15 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.812 W70 46.878	5/20/2006 2:48:30 PM 	11 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.810 W70 46.872	5/20/2006 2:48:45 PM 	13 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.809 W70 46.866	5/20/2006 2:49:00 PM 	13 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.808 W70 46.859	5/20/2006 2:49:15 PM 	13 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.805 W70 46.854	5/20/2006 2:49:30 PM 	11 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 48.804 W70 46.848	5/20/2006 2:49:45 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.803 W70 46.840	5/20/2006 2:50:00 PM 	8 ft		35 ft	00:00:15	1.6 mph	103° true
Trackpoint	N42 48.801 W70 46.833	5/20/2006 2:50:15 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.800 W70 46.827	5/20/2006 2:50:30 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.799 W70 46.820	5/20/2006 2:50:45 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.797 W70 46.814	5/20/2006 2:51:00 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.796 W70 46.808	5/20/2006 2:51:15 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.794 W70 46.801	5/20/2006 2:51:30 PM 	8 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.792 W70 46.795	5/20/2006 2:51:45 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.791 W70 46.790	5/20/2006 2:52:00 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.790 W70 46.783	5/20/2006 2:52:15 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.790 W70 46.778	5/20/2006 2:52:30 PM 	7 ft		23 ft	00:00:15	1.0 mph	90° true
Trackpoint	N42 48.788 W70 46.772	5/20/2006 2:52:45 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.786 W70 46.765	5/20/2006 2:53:01 PM 	10 ft		33 ft	00:00:16	1.4 mph	119° true
Trackpoint	N42 48.786 W70 46.759	5/20/2006 2:53:16 PM 	10 ft		29 ft	00:00:15	1.3 mph	90° true
Trackpoint	N42 48.785 W70 46.754	5/20/2006 2:53:31 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.783 W70 46.747	5/20/2006 2:53:46 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.782 W70 46.742	5/20/2006 2:54:01 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.781 W70 46.736	5/20/2006 2:54:16 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.779 W70 46.730	5/20/2006 2:54:31 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.779 W70 46.724	5/20/2006 2:54:46 PM 	11 ft		29 ft	00:00:15	1.3 mph	90° true
Trackpoint	N42 48.778 W70 46.719	5/20/2006 2:55:01 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.776 W70 46.712	5/20/2006 2:55:16 PM 	11 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.774 W70 46.706	5/20/2006 2:55:31 PM 	13 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.773 W70 46.699	5/20/2006 2:55:46 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.772 W70 46.693	5/20/2006 2:56:01 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.770 W70 46.687	5/20/2006 2:56:16 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.769 W70 46.681	5/20/2006 2:56:31 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.768 W70 46.675	5/20/2006 2:56:46 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.767 W70 46.669	5/20/2006 2:57:01 PM 	13 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.765 W70 46.662	5/20/2006 2:57:16 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.764 W70 46.656	5/20/2006 2:57:31 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.763 W70 46.651	5/20/2006 2:57:46 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.760 W70 46.644	5/20/2006 2:58:01 PM 	13 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.759 W70 46.639	5/20/2006 2:58:16 PM 	13 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.758 W70 46.633	5/20/2006 2:58:31 PM 	13 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.756 W70 46.627	5/20/2006 2:58:46 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.755 W70 46.621	5/20/2006 2:59:01 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.754 W70 46.616	5/20/2006 2:59:16 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.752 W70 46.609	5/20/2006 2:59:31 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.751 W70 46.603	5/20/2006 2:59:46 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.749 W70 46.598	5/20/2006 3:00:01 PM 	8 ft		28 ft	00:00:15	1.3 mph	124° true
Trackpoint	N42 48.747 W70 46.591	5/20/2006 3:00:16 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.746 W70 46.586	5/20/2006 3:00:31 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.745 W70 46.580	5/20/2006 3:00:46 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.743 W70 46.575	5/20/2006 3:01:01 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.742 W70 46.568	5/20/2006 3:01:16 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.742 W70 46.563	5/20/2006 3:01:31 PM 	8 ft		23 ft	00:00:15	1.0 mph	90° true
Trackpoint	N42 48.740 W70 46.557	5/20/2006 3:01:46 PM 	8 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.738 W70 46.550	5/20/2006 3:02:01 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.737 W70 46.544	5/20/2006 3:02:16 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.736 W70 46.539	5/20/2006 3:02:31 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.734 W70 46.533	5/20/2006 3:02:46 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.733 W70 46.528	5/20/2006 3:03:01 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.732 W70 46.523	5/20/2006 3:03:16 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.731 W70 46.517	5/20/2006 3:03:31 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.729 W70 46.512	5/20/2006 3:03:46 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.728 W70 46.505	5/20/2006 3:04:01 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.727 W70 46.500	5/20/2006 3:04:16 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.724 W70 46.493	5/20/2006 3:04:31 PM 	7 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.723 W70 46.487	5/20/2006 3:04:46 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.722 W70 46.481	5/20/2006 3:05:01 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.720 W70 46.475	5/20/2006 3:05:16 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.719 W70 46.469	5/20/2006 3:05:31 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.718 W70 46.464	5/20/2006 3:05:46 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.716 W70 46.457	5/20/2006 3:06:01 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.715 W70 46.451	5/20/2006 3:06:16 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.714 W70 46.446	5/20/2006 3:06:31 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.713 W70 46.439	5/20/2006 3:06:46 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.711 W70 46.434	5/20/2006 3:07:01 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.709 W70 46.428	5/20/2006 3:07:16 PM 	11 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.707 W70 46.423	5/20/2006 3:07:31 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.706 W70 46.416	5/20/2006 3:07:46 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.705 W70 46.410	5/20/2006 3:08:01 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.704 W70 46.405	5/20/2006 3:08:16 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.701 W70 46.398	5/20/2006 3:08:31 PM 	10 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.700 W70 46.392	5/20/2006 3:08:46 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.698 W70 46.387	5/20/2006 3:09:01 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.697 W70 46.380	5/20/2006 3:09:16 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.696 W70 46.375	5/20/2006 3:09:31 PM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.694 W70 46.370	5/20/2006 3:09:46 PM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.693 W70 46.363	5/20/2006 3:10:01 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.692 W70 46.358	5/20/2006 3:10:16 PM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.691 W70 46.352	5/20/2006 3:10:31 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.688 W70 46.345	5/20/2006 3:10:46 PM 	8 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.687 W70 46.340	5/20/2006 3:11:01 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.685 W70 46.335	5/20/2006 3:11:16 PM 	7 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.684 W70 46.329	5/20/2006 3:11:31 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.683 W70 46.322	5/20/2006 3:11:46 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.680 W70 46.316	5/20/2006 3:12:01 PM 	8 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.679 W70 46.311	5/20/2006 3:12:16 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.678 W70 46.304	5/20/2006 3:12:31 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.676 W70 46.298	5/20/2006 3:12:46 PM 	4 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.675 W70 46.291	5/20/2006 3:13:01 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.673 W70 46.285	5/20/2006 3:13:16 PM 	5 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.671 W70 46.280	5/20/2006 3:13:31 PM 	5 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.670 W70 46.273	5/20/2006 3:13:46 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.669 W70 46.267	5/20/2006 3:14:01 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.666 W70 46.260	5/20/2006 3:14:16 PM 	4 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.665 W70 46.254	5/20/2006 3:14:31 PM 	2 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.664 W70 46.249	5/20/2006 3:14:46 PM 	4 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.662 W70 46.242	5/20/2006 3:15:01 PM 	5 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.660 W70 46.236	5/20/2006 3:15:16 PM 	7 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.658 W70 46.230	5/20/2006 3:15:31 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.657 W70 46.223	5/20/2006 3:15:46 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.656 W70 46.218	5/20/2006 3:16:01 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.653 W70 46.212	5/20/2006 3:16:16 PM 	10 ft		33 ft	00:00:15	1.5 mph	119° true
Trackpoint	N42 48.652 W70 46.205	5/20/2006 3:16:31 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.651 W70 46.199	5/20/2006 3:16:46 PM 	10 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.649 W70 46.194	5/20/2006 3:17:01 PM 	10 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.648 W70 46.187	5/20/2006 3:17:16 PM 	8 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.647 W70 46.181	5/20/2006 3:17:31 PM 	11 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.646 W70 46.175	5/20/2006 3:17:46 PM 	11 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.644 W70 46.170	5/20/2006 3:18:01 PM 	8 ft		24 ft	00:00:15	1.1 mph	109° true
Trackpoint	N42 48.643 W70 46.164	5/20/2006 3:18:16 PM 	7 ft		30 ft	00:00:15	1.4 mph	105° true
Trackpoint	N42 48.640 W70 46.159	5/20/2006 3:18:31 PM 	10 ft		28 ft	00:00:15	1.3 mph	124° true
